queryId	targetId	percentIdentity	alignmentLength	mismatches	gapOpenings	queryStart	queryEnd	targetStart	targetEnd	eValue	bitScore
EOSBI6J01C9JNI	gi|121582553|ref|NC_008766.1|	100.0	249	0	0	1	249	38841	38593	3.0E-142	494.0
EOSBI6J01A3YMH	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	124	146	46906	46928	5.0E-5	38.2
EOSBI6J01AI4OX	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	197	215	52870	52888	6.0E-5	38.2
EOSBI6J02GFGN9	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	33	51	463	481	5.0E-5	38.2
EOSBI6J01DLPBR	gi|121582553|ref|NC_008766.1|	96.43	28	1	0	72	99	61680	61707	5.0E-8	48.1
EOSBI6J02GZTBP	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	44	63	61601	61620	1.0E-5	40.1
EOSBI6J02JONGO	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	119	141	1090	1068	5.0E-5	38.2
EOSBI6J01EVTZM	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	127	145	14440	14458	5.0E-5	38.2
EOSBI6J01EA3JC	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	1	23	51995	51973	4.0E-5	38.2
EOSBI6J02F07B3	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	22	40	21633	21651	4.0E-5	38.2
EOSBI6J01DQ5DW	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	88	106	55587	55605	5.0E-5	38.2
EOSBI6J02HEU6W	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	46	65	2845	2826	9.0E-6	40.1
EOSBI6J01AYO4J	gi|121582553|ref|NC_008766.1|	100.0	242	0	0	1	242	38094	38335	4.0E-138	480.0
EOSBI6J01D2YC6	gi|121582553|ref|NC_008766.1|	82.93	82	14	0	3	84	27937	27856	1.0E-9	52.0
EOSBI6J01CEQ8O	gi|121582553|ref|NC_008766.1|	83.64	55	9	0	84	138	23215	23269	5.0E-5	38.2
EOSBI6J02HJ6DK	gi|121582553|ref|NC_008766.1|	95.83	24	1	0	1	24	62628	62605	1.0E-5	40.1
EOSBI6J01ASHXO	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	122	140	10809	10791	5.0E-5	38.2
EOSBI6J01CADJX	gi|121582553|ref|NC_008766.1|	99.6	253	0	1	1	253	28017	28268	7.0E-140	486.0
EOSBI6J01BBR8V	gi|121582553|ref|NC_008766.1|	92.86	28	2	0	137	164	12012	11985	1.0E-5	40.1
EOSBI6J02J042O	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	166	188	47838	47860	5.0E-5	38.2
EOSBI6J01C55E1	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	82	101	63488	63507	1.0E-5	40.1
EOSBI6J02J0FHY	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	135	153	18	36	5.0E-5	38.2
EOSBI6J02GVMH2	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	90	112	17773	17795	5.0E-5	38.2
EOSBI6J01BUTAN	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	68	87	42264	42283	1.0E-5	40.1
EOSBI6J02GUBCB	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	179	201	52166	52144	5.0E-5	38.2
EOSBI6J02H95A0	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	47	65	46099	46117	5.0E-5	38.2
EOSBI6J01BA6QW	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	29	47	60647	60629	5.0E-5	38.2
EOSBI6J01AJ217	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	169	187	22271	22289	5.0E-5	38.2
EOSBI6J01A2RI4	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	81	103	53270	53292	5.0E-5	38.2
EOSBI6J02H133L	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	18	36	55585	55567	5.0E-5	38.2
EOSBI6J02GYDMJ	gi|121582553|ref|NC_008766.1|	96.0	25	1	0	149	173	20691	20715	3.0E-6	42.1
EOSBI6J01DLK4J	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	197	217	60548	60528	3.0E-6	42.1
EOSBI6J02HR8X9	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	90	108	21138	21156	5.0E-5	38.2
EOSBI6J01APGPA	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	124	142	32024	32006	5.0E-5	38.2
EOSBI6J01DIXXV	gi|121582553|ref|NC_008766.1|	100.0	231	0	0	1	231	27299	27069	1.0E-131	458.0
EOSBI6J02GMIRH	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	70	92	4399	4377	5.0E-5	38.2
EOSBI6J01BSKHD	gi|121582553|ref|NC_008766.1|	100.0	245	0	0	1	245	28058	27814	7.0E-140	486.0
EOSBI6J01EDGY3	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	172	192	58977	58957	3.0E-6	42.1
EOSBI6J02JI22W	gi|121582553|ref|NC_008766.1|	100.0	249	0	0	1	249	38144	37896	3.0E-142	494.0
EOSBI6J01B6WU3	gi|121582553|ref|NC_008766.1|	86.05	43	6	0	79	121	5464	5422	5.0E-5	38.2
EOSBI6J02GMFW3	gi|121582553|ref|NC_008766.1|	100.0	237	0	0	1	237	27639	27403	4.0E-135	470.0
EOSBI6J01BFJQ5	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	87	105	55590	55572	5.0E-5	38.2
EOSBI6J01A9H4B	gi|121582553|ref|NC_008766.1|	100.0	218	0	0	1	218	26845	26628	8.0E-124	432.0
EOSBI6J02I7Y6J	gi|121582553|ref|NC_008766.1|	86.46	96	13	0	54	149	33630	33535	6.0E-20	87.7
EOSBI6J02G1R8B	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	83	102	42283	42264	1.0E-5	40.1
EOSBI6J01AGQSI	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	46	68	311	333	5.0E-5	38.2
EOSBI6J02GYG9C	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	1	21	4464	4484	3.0E-6	42.1
EOSBI6J02FYFVZ	gi|121582553|ref|NC_008766.1|	84.25	127	20	0	23	149	33504	33630	9.0E-22	93.7
EOSBI6J01EDCD3	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	139	157	4252	4270	5.0E-5	38.2
EOSBI6J01EV65P	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	148	168	8284	8264	3.0E-6	42.1
EOSBI6J01EVFLQ	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	195	213	8284	8266	5.0E-5	38.2
EOSBI6J02GERO3	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	173	193	13528	13508	3.0E-6	42.1
EOSBI6J02GOUOI	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	9	27	32950	32932	5.0E-5	38.2
EOSBI6J02HC1E0	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	114	133	57355	57374	1.0E-5	40.1
EOSBI6J01DC3MN	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	145	163	34493	34475	4.0E-5	38.2
EOSBI6J02H2276	gi|121582553|ref|NC_008766.1|	95.83	24	1	0	19	42	16260	16237	1.0E-5	40.1
EOSBI6J02JGCL3	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	117	137	13534	13514	3.0E-6	42.1
EOSBI6J02H93K1	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	63	85	34489	34467	5.0E-5	38.2
EOSBI6J01DRB4W	gi|121582553|ref|NC_008766.1|	95.83	24	1	0	28	51	43580	43603	1.0E-5	40.1
EOSBI6J01D9PCW	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	193	213	40243	40223	3.0E-6	42.1
EOSBI6J02IR7W1	gi|121582553|ref|NC_008766.1|	87.25	149	19	0	2	150	10930	11078	3.0E-37	145.0
EOSBI6J01B2O59	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	186	206	51385	51405	3.0E-6	42.1
EOSBI6J01C1UUT	gi|121582553|ref|NC_008766.1|	95.83	24	1	0	217	240	53019	53042	1.0E-5	40.1
EOSBI6J02GN9WL	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	142	160	54307	54289	5.0E-5	38.2
EOSBI6J01DFIA2	gi|121582553|ref|NC_008766.1|	82.83	233	40	0	1	233	33251	33483	3.0E-37	145.0
EOSBI6J02JPI6Z	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	201	219	59089	59071	5.0E-5	38.2
EOSBI6J01ALHMT	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	59	77	54707	54689	5.0E-5	38.2
EOSBI6J02GU124	gi|121582553|ref|NC_008766.1|	85.71	98	14	0	135	232	33630	33533	9.0E-19	83.8
EOSBI6J01C38YX	gi|121582553|ref|NC_008766.1|	92.59	27	2	0	212	238	25182	25208	5.0E-5	38.2
EOSBI6J01BFHNG	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	39	58	11115	11096	1.0E-5	40.1
EOSBI6J01AUOB4	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	213	231	41406	41388	5.0E-5	38.2
EOSBI6J02G7GVE	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	42	64	60658	60636	5.0E-5	38.2
EOSBI6J01A672O	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	3	25	63468	63446	5.0E-5	38.2
EOSBI6J01CNGQG	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	200	218	17766	17748	5.0E-5	38.2
EOSBI6J01BBPDG	gi|121582553|ref|NC_008766.1|	87.14	241	30	1	9	248	39361	39601	4.0E-61	224.0
EOSBI6J02FO7Z4	gi|121582553|ref|NC_008766.1|	89.47	38	4	0	36	73	29326	29363	8.0E-7	44.1
EOSBI6J02GM653	gi|121582553|ref|NC_008766.1|	96.77	31	1	0	122	152	5837	5807	8.0E-10	54.0
EOSBI6J01CLVRW	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	15	33	38482	38500	5.0E-5	38.2
EOSBI6J01AIJQW	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	124	146	46906	46928	5.0E-5	38.2
EOSBI6J02GL7KQ	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	90	112	17773	17795	5.0E-5	38.2
EOSBI6J01CFRZF	gi|121582553|ref|NC_008766.1|	91.18	34	3	0	127	160	8284	8251	7.0E-7	44.1
EOSBI6J02HZJB7	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	197	215	1501	1483	5.0E-5	38.2
EOSBI6J01B7B1X	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	18	37	20304	20285	1.0E-5	40.1
EOSBI6J02HK0TR	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	216	235	4363	4382	1.0E-5	40.1
EOSBI6J01AU9UU	gi|121582553|ref|NC_008766.1|	100.0	240	0	0	1	240	37850	38089	6.0E-137	476.0
EOSBI6J01B8V4F	gi|121582553|ref|NC_008766.1|	92.42	132	10	0	97	228	53906	54037	1.0E-48	182.0
EOSBI6J01B9RT1	gi|121582553|ref|NC_008766.1|	82.91	117	20	0	1	117	40604	40720	9.0E-16	73.8
EOSBI6J01CHZP0	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	220	242	34455	34433	5.0E-5	38.2
EOSBI6J02JBZ3B	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	126	144	31718	31700	5.0E-5	38.2
EOSBI6J02G5BN0	gi|121582553|ref|NC_008766.1|	81.29	139	26	0	28	166	35533	35671	1.0E-14	69.9
EOSBI6J01BUIRF	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	41	59	40332	40314	5.0E-5	38.2
EOSBI6J01D0QVB	gi|121582553|ref|NC_008766.1|	86.22	196	26	1	48	243	28867	29061	8.0E-44	167.0
EOSBI6J01DM8N4	gi|121582553|ref|NC_008766.1|	87.84	74	9	0	5	78	38918	38991	2.0E-16	75.8
EOSBI6J02FS8OG	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	62	84	19191	19213	5.0E-5	38.2
EOSBI6J01D1PUJ	gi|121582553|ref|NC_008766.1|	92.86	28	2	0	94	121	2575	2602	1.0E-5	40.1
EOSBI6J01AOLWI	gi|121582553|ref|NC_008766.1|	100.0	230	0	0	1	230	27390	27161	6.0E-131	456.0
EOSBI6J02FQ9F0	gi|121582553|ref|NC_008766.1|	88.43	242	28	0	7	248	39374	39615	3.0E-71	258.0
EOSBI6J02IHPE4	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	3	21	17478	17460	5.0E-5	38.2
EOSBI6J01CLXBF	gi|121582553|ref|NC_008766.1|	90.38	52	5	0	5	56	29025	29076	8.0E-13	63.9
EOSBI6J01D3JDW	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	86	104	28706	28688	6.0E-5	38.2
EOSBI6J01C3PAE	gi|121582553|ref|NC_008766.1|	96.15	26	1	0	23	48	13804	13779	9.0E-7	44.1
EOSBI6J01DLZ45	gi|121582553|ref|NC_008766.1|	84.76	164	25	0	32	195	54556	54393	6.0E-32	127.0
EOSBI6J01DXB13	gi|121582553|ref|NC_008766.1|	100.0	150	0	0	1	150	38166	38017	3.0E-83	297.0
EOSBI6J02FN9IC	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	182	200	9717	9735	4.0E-5	38.2
EOSBI6J01BWJGF	gi|121582553|ref|NC_008766.1|	92.59	27	2	0	6	32	17748	17774	5.0E-5	38.2
EOSBI6J02G9FT7	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	70	89	13616	13635	1.0E-5	40.1
EOSBI6J01B8VXH	gi|121582553|ref|NC_008766.1|	100.0	31	0	0	1	31	27190	27220	3.0E-12	61.9
EOSBI6J01DXE7A	gi|121582553|ref|NC_008766.1|	95.83	24	1	0	69	92	25562	25585	7.0E-6	40.1
EOSBI6J02HCEHY	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	109	128	20028	20047	1.0E-5	40.1
EOSBI6J01A69HW	gi|121582553|ref|NC_008766.1|	100.0	148	0	0	108	255	38918	38771	5.0E-82	293.0
EOSBI6J01EFGXW	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	211	229	56601	56619	5.0E-5	38.2
EOSBI6J02GS8BE	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	103	123	59069	59089	3.0E-6	42.1
EOSBI6J02F23GO	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	92	111	4482	4463	1.0E-5	40.1
EOSBI6J02HO9N7	gi|121582553|ref|NC_008766.1|	100.0	72	0	0	1	72	27930	27859	1.0E-36	143.0
EOSBI6J01C70RZ	gi|121582553|ref|NC_008766.1|	85.71	210	30	0	13	222	29076	28867	2.0E-47	178.0
EOSBI6J01B240S	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	181	199	10625	10607	5.0E-5	38.2
EOSBI6J01BEJJY	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	186	205	56563	56544	1.0E-5	40.1
EOSBI6J01BNOHM	gi|121582553|ref|NC_008766.1|	84.78	92	14	0	123	214	59865	59956	4.0E-15	71.9
EOSBI6J01DH9GD	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	207	229	13719	13697	5.0E-5	38.2
EOSBI6J01EOZ9X	gi|121582553|ref|NC_008766.1|	96.15	26	1	0	22	47	52031	52006	7.0E-7	44.1
EOSBI6J02FZPO3	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	135	155	49349	49329	3.0E-6	42.1
EOSBI6J01DL3M7	gi|121582553|ref|NC_008766.1|	92.59	27	2	0	34	60	17196	17170	4.0E-5	38.2
EOSBI6J01EP286	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	85	103	63447	63429	4.0E-5	38.2
EOSBI6J02GA14J	gi|121582553|ref|NC_008766.1|	96.15	26	1	0	26	51	8173	8198	7.0E-7	44.1
EOSBI6J01B7YZJ	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	258	276	6682	6664	5.0E-5	38.2
EOSBI6J02I90OH	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	64	82	31640	31622	5.0E-5	38.2
EOSBI6J02IV7KU	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	198	216	13457	13475	5.0E-5	38.2
EOSBI6J01C3DHR	gi|121582553|ref|NC_008766.1|	86.15	65	9	0	152	216	38011	37947	5.0E-11	58.0
EOSBI6J02HNE8G	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	177	199	47735	47757	5.0E-5	38.2
EOSBI6J01C7WUN	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	203	221	52062	52044	4.0E-5	38.2
EOSBI6J01EG1ZR	gi|121582553|ref|NC_008766.1|	94.87	39	2	0	126	164	39038	39076	3.0E-12	61.9
EOSBI6J02H5KRZ	gi|121582553|ref|NC_008766.1|	96.15	26	1	0	29	54	48751	48726	8.0E-7	44.1
EOSBI6J02GEBMG	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	63	82	14351	14370	1.0E-5	40.1
EOSBI6J02H2Q10	gi|121582553|ref|NC_008766.1|	100.0	241	0	0	1	241	38690	38450	2.0E-137	478.0
EOSBI6J02FNNMP	gi|121582553|ref|NC_008766.1|	86.27	51	7	0	112	162	31325	31275	2.0E-7	46.1
EOSBI6J01AVYZS	gi|121582553|ref|NC_008766.1|	100.0	248	0	0	1	248	28110	27863	1.0E-141	492.0
EOSBI6J01EQLZK	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	76	96	51923	51943	3.0E-6	42.1
EOSBI6J02HZZK6	gi|121582553|ref|NC_008766.1|	95.83	24	1	0	198	221	53634	53611	1.0E-5	40.1
EOSBI6J01DPSFL	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	109	127	46012	45994	5.0E-5	38.2
EOSBI6J01AH5NA	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	118	136	41382	41400	5.0E-5	38.2
EOSBI6J01DFTZM	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	121	141	23491	23511	3.0E-6	42.1
EOSBI6J01EH3LX	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	218	236	17778	17760	5.0E-5	38.2
EOSBI6J02FSXJP	gi|121582553|ref|NC_008766.1|	95.83	24	1	0	76	99	22463	22486	1.0E-5	40.1
EOSBI6J01BHIBF	gi|121582553|ref|NC_008766.1|	100.0	22	0	0	88	109	57583	57604	8.0E-7	44.1
EOSBI6J01AO13T	gi|121582553|ref|NC_008766.1|	95.83	24	1	0	32	55	16919	16896	1.0E-5	40.1
EOSBI6J02H9SZQ	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	85	103	17960	17942	5.0E-5	38.2
EOSBI6J02H34HZ	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	135	153	17177	17159	4.0E-5	38.2
EOSBI6J01C258S	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	122	140	58741	58723	5.0E-5	38.2
EOSBI6J01BO7NQ	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	122	140	31583	31565	5.0E-5	38.2
EOSBI6J02JAZ05	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	91	109	59061	59079	5.0E-5	38.2
EOSBI6J01A10JT	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	66	84	11142	11160	5.0E-5	38.2
EOSBI6J02JB5I9	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	81	103	42001	41979	5.0E-5	38.2
EOSBI6J02JF2UR	gi|121582553|ref|NC_008766.1|	99.58	240	0	1	1	240	38038	38276	4.0E-132	460.0
EOSBI6J02HIISN	gi|121582553|ref|NC_008766.1|	100.0	67	0	0	1	67	38853	38919	1.0E-33	133.0
EOSBI6J02GHRJ7	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	62	80	19207	19189	5.0E-5	38.2
EOSBI6J01C3JSH	gi|121582553|ref|NC_008766.1|	100.0	212	0	0	1	212	37580	37791	3.0E-120	420.0
EOSBI6J02GJAY1	gi|121582553|ref|NC_008766.1|	91.18	34	3	0	119	152	51937	51970	9.0E-7	44.1
EOSBI6J02GXXVD	gi|121582553|ref|NC_008766.1|	92.59	27	2	0	96	122	59223	59249	5.0E-5	38.2
EOSBI6J01A75F6	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	107	125	49999	50017	5.0E-5	38.2
EOSBI6J01DSJQ3	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	168	186	13237	13255	5.0E-5	38.2
EOSBI6J02HNPDX	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	116	134	47700	47718	5.0E-5	38.2
EOSBI6J02GTERA	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	110	128	51925	51907	5.0E-5	38.2
EOSBI6J02H99VQ	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	142	164	55819	55841	5.0E-5	38.2
EOSBI6J02HKFRS	gi|121582553|ref|NC_008766.1|	92.59	27	2	0	132	158	4272	4246	5.0E-5	38.2
EOSBI6J01BB6TJ	gi|121582553|ref|NC_008766.1|	92.59	27	2	0	164	190	34635	34609	4.0E-5	38.2
EOSBI6J01DOLRQ	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	24	42	10840	10858	5.0E-5	38.2
EOSBI6J01BPVYP	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	186	204	41385	41403	4.0E-5	38.2
EOSBI6J02IZWEX	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	151	169	16976	16958	5.0E-5	38.2
EOSBI6J02F5PLB	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	115	133	62195	62213	4.0E-5	38.2
EOSBI6J01BFQTW	gi|121582553|ref|NC_008766.1|	90.45	220	18	2	21	237	61302	61083	1.0E-70	256.0
EOSBI6J02FWI9I	gi|121582553|ref|NC_008766.1|	85.19	81	12	0	27	107	40626	40706	2.0E-13	65.9
EOSBI6J02ITZ2L	gi|121582553|ref|NC_008766.1|	81.82	88	15	1	9	95	3670	3583	1.0E-5	40.1
EOSBI6J01DM7Y3	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	118	140	2335	2357	5.0E-5	38.2
EOSBI6J02HC27A	gi|121582553|ref|NC_008766.1|	92.59	27	2	0	218	244	31508	31482	5.0E-5	38.2
EOSBI6J02I9LZ3	gi|121582553|ref|NC_008766.1|	92.59	27	2	0	112	138	19265	19291	5.0E-5	38.2
EOSBI6J01EJ61C	gi|121582553|ref|NC_008766.1|	100.0	229	0	0	1	229	38126	38354	2.0E-130	454.0
EOSBI6J01CESFM	gi|121582553|ref|NC_008766.1|	100.0	235	0	0	1	235	38002	37768	6.0E-134	466.0
EOSBI6J02GLD41	gi|121582553|ref|NC_008766.1|	82.58	178	31	0	61	238	16105	16282	6.0E-26	107.0
EOSBI6J02HVNAW	gi|121582553|ref|NC_008766.1|	100.0	22	0	0	153	174	54867	54888	9.0E-7	44.1
EOSBI6J02F5BGA	gi|121582553|ref|NC_008766.1|	92.59	27	2	0	13	39	57580	57554	5.0E-5	38.2
EOSBI6J02G2I8T	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	205	223	20194	20212	5.0E-5	38.2
EOSBI6J01ECARA	gi|121582553|ref|NC_008766.1|	92.59	27	2	0	2	28	50330	50304	5.0E-5	38.2
EOSBI6J01EPOJS	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	202	222	15297	15317	3.0E-6	42.1
EOSBI6J01B1ZZ6	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	104	126	28599	28577	5.0E-5	38.2
EOSBI6J01B2F57	gi|121582553|ref|NC_008766.1|	85.28	197	29	0	15	211	39231	39427	5.0E-42	161.0
EOSBI6J01CIXEX	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	64	86	8834	8812	5.0E-5	38.2
EOSBI6J02GZ7P6	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	71	89	42104	42086	5.0E-5	38.2
EOSBI6J02IN56Y	gi|121582553|ref|NC_008766.1|	100.0	224	0	0	1	224	38137	38360	2.0E-127	444.0
EOSBI6J01CKUCN	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	86	108	2402	2424	5.0E-5	38.2
EOSBI6J01DUFI8	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	75	94	7736	7755	1.0E-5	40.1
EOSBI6J02FQFJS	gi|121582553|ref|NC_008766.1|	100.0	21	0	0	132	152	51586	51606	3.0E-6	42.1
EOSBI6J02HL51J	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	34	52	59895	59877	4.0E-5	38.2
EOSBI6J01EV0Q6	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	117	135	54536	54554	5.0E-5	38.2
EOSBI6J01CQCD8	gi|121582553|ref|NC_008766.1|	96.3	27	1	0	104	130	41104	41130	2.0E-7	46.1
EOSBI6J01A1KF2	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	131	149	44533	44515	5.0E-5	38.2
EOSBI6J01BX3CE	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	139	158	50676	50695	1.0E-5	40.1
EOSBI6J01EBZ55	gi|121582553|ref|NC_008766.1|	100.0	20	0	0	186	205	56563	56544	1.0E-5	40.1
EOSBI6J01AFNYF	gi|121582553|ref|NC_008766.1|	100.0	226	0	0	1	226	26974	27199	1.0E-128	448.0
EOSBI6J01AYK68	gi|121582553|ref|NC_008766.1|	96.43	28	1	0	18	45	1507	1480	5.0E-8	48.1
EOSBI6J02JL4RV	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	6	28	14366	14344	5.0E-5	38.2
EOSBI6J01BCBR3	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	181	199	13667	13685	5.0E-5	38.2
EOSBI6J01B4CFC	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	80	102	62106	62128	5.0E-5	38.2
EOSBI6J02GH58Q	gi|121582553|ref|NC_008766.1|	86.32	95	13	0	150	244	20840	20746	2.0E-19	85.7
EOSBI6J01A6YP6	gi|121582553|ref|NC_008766.1|	80.95	168	30	2	92	258	40993	41159	9.0E-13	63.9
EOSBI6J01CZ1VA	gi|121582553|ref|NC_008766.1|	83.72	86	14	0	93	178	33248	33333	1.0E-11	60.0
EOSBI6J02IJBPR	gi|121582553|ref|NC_008766.1|	92.86	28	2	0	172	199	49970	49997	1.0E-5	40.1
EOSBI6J02IV5EF	gi|121582553|ref|NC_008766.1|	100.0	24	0	0	84	107	61466	61489	5.0E-8	48.1
EOSBI6J01CIVUB	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	171	189	5773	5791	5.0E-5	38.2
EOSBI6J01B78TF	gi|121582553|ref|NC_008766.1|	100.0	239	0	0	1	239	38057	38295	2.0E-136	474.0
EOSBI6J02IPMYE	gi|121582553|ref|NC_008766.1|	95.65	23	1	0	51	73	44799	44821	5.0E-5	38.2
EOSBI6J01EDDXL	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	95	113	1484	1502	5.0E-5	38.2
EOSBI6J01D14F7	gi|121582553|ref|NC_008766.1|	100.0	22	0	0	111	132	47720	47741	7.0E-7	44.1
EOSBI6J01BJLQZ	gi|121582553|ref|NC_008766.1|	100.0	219	0	0	1	219	27047	27265	2.0E-124	434.0
EOSBI6J02JUTQP	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	19	37	42282	42264	5.0E-5	38.2
EOSBI6J01DVRJ4	gi|121582553|ref|NC_008766.1|	100.0	19	0	0	21	39	10216	10198	5.0E-5	38.2
EOSBI6J02FSRBH	gi|121582553|ref|NC_008766.1|	96.15	26	1	0	50	75	22299	22274	7.0E-7	44.1
EOSBI6J02IJ8PH	gi|121582553|ref|NC_008766.1|	100.0	229	0	0	1	229	27277	27049	2.0E-130	454.0
EOSBI6J02FP0DL	gi|121582553|ref|NC_008766.1|	96.0	25	1	0	139	163	18662	18638	3.0E-6	42.1
