sampleID	line	tissue	ratID	cage	condition	numSequences	shannonDiversity	rarifiedRichness50	unrarifiedRichness	Actinobacteria	Alphaproteobacteria	Bacilli	Bacteroidia	Betaproteobacteria	Chloroplast	Clostridia	Cytophagia	Deferribacteres	Deltaproteobacteria	Epsilonproteobacteria	Erysipelotrichia	Flavobacteriia	Fusobacteriia	Gammaproteobacteria	Methanobacteria	Mollicutes	Negativicutes	Opitutae	Sphingobacteriia	Spirochaetia	Thermoplasmata	Verrucomicrobiae
sample0073	High	Colon content	HSMA2	L	control	25191	1.2594936718939547	12.72	13	2.5795837596272833	1.0671129813446776	4.144475683089996	3.5014692495323203	2.248154008559559	0.0	4.1361726025614685	0.0	0.5644036335663418	1.5837536137293269	2.141107297200318	3.2721006857459876	0.0	0.0	2.124032043494418	0.0	1.230620000121306	1.6268599422864973	0.0	0.0	0.0	0.0	0.0
sample0074	High	Colon content	HSMB2	M	control	28639	1.1171127054922179	12.0	12	2.151662980183216	1.9436132072214718	3.998103532337357	3.612463929279657	2.077378899923457	0.0	4.2654695729237195	0.0	0.0	1.4283379601290591	1.740138969388186	2.7348504891276257	0.0	0.0	1.7670932543833973	0.0	1.7307691789391704	1.6698614431076768	0.0	0.0	0.0	0.0	0.0
sample0075	High	Colon content	HSMB4	N	control	33811	1.3035004109466528	12.0	12	2.355254588693195	1.829856521304702	3.7566739893447547	3.7666856830547126	2.4686087318667576	0.0	4.254194091743815	0.0	0.0	1.7897431408926205	1.660124431157566	3.510659524630493	0.0	0.0	1.988561528284105	0.0	0.9975778601376376	1.7826820003634682	0.0	0.0	0.0	0.0	0.0
sample0076	High	Colon content	HSMC2	O	control	40869	1.0751701214919427	12.76	14	2.0617702955775616	1.2616429431202818	3.8116202485490662	3.7043563100223578	2.0362567856137854	0.0	4.32003153439282	0.0	0.4223236846215495	1.5797667439133818	2.502925493288138	2.631989861623819	0.0	0.0	1.8505611052550923	0.0	1.449204498946899	1.6800162385944317	0.0	0.0	0.26059352890028725	0.0	0.0
sample0077	High	Colon content	HSMC4	P	control	34736	1.1691559349282805	11.02	12	2.4755920137898992	0.8327727959479964	4.0928650749907804	2.7123408122107273	1.6193952607242608	0.0	4.148151521813535	0.0	0.0	0.7661731399118874	0.4675653412860333	3.796828143514904	0.0	0.0	0.8327727959479964	0.0	0.6874774152259628	1.241672058701937	0.0	0.0	0.0	0.0	0.0
sample0078	High	Colon content	HSMD2	U	control	28799	1.0501373712702378	11.28	12	2.367708001188604	1.0142781182416107	4.263796102549823	3.3998019250769995	1.8789457671694838	0.0	4.064106412201359	0.0	0.0	0.9622486044533076	1.1027007646582327	2.820462066005359	0.0	0.0	1.496046983563233	0.0	0.3358145648731874	2.0792226144134336	0.0	0.0	0.0	0.0	0.0
sample0079	High	Colon content	HSME1	V	control	44916	1.0934903354765821	12.32	14	2.7612088378515636	0.39728248702476143	3.4232546793525893	3.330685559839207	2.7021971288782574	0.0	4.362280532885415	0.0	0.0	1.5843928199608994	1.853224972379096	3.6376426089012828	0.0	0.0	2.3501248122137195	0.511124593739872	1.3107109862658515	1.0596968683418013	0.0	0.0	0.0	0.24256849196913194	0.0
sample0080	High	Colon content	HSME3	V	control	33189	1.13886698963134	13.86	14	2.50504193412102	0.9077938873908916	4.233643432836764	3.091727201030473	2.5036653516567977	0.0	4.101725078682659	0.0	0.7826323070560693	1.5734291582721014	1.9191204882041362	3.1874974504005333	0.0	0.0	1.944829630686735	1.046278827230972	2.2148538049210615	1.5962994430200295	0.0	0.0	0.0	0.0	0.0
sample0081	High	Colon content	HSMF1	W	control	45382	0.8908583367753672	12.22	13	2.2337528594317915	1.083015230408128	4.383024157229687	3.5065065038010896	1.8666526535004626	0.0	3.72393107518744	0.0	0.240655826900308	0.9245000270390469	1.7042244348635098	2.7406759618721144	0.0	0.0	1.2559914479918062	0.0	0.7358034135421817	1.7903908661379535	0.0	0.0	0.0	0.0	0.0
sample0082	High	Colon content	HSMF3	W	control	27066	1.1303622333088512	10.98	11	2.6095580538170227	0.9863418023646068	3.96515302907565	3.6420615621158277	1.7998524487530223	0.0	4.269940594520637	0.0	0.0	1.1660257179101916	1.505653883831213	2.860210007912293	0.0	0.0	1.505653883831213	0.0	0.0	1.98495205750622	0.0	0.0	0.0	0.0	0.0
sample0083	High	Colon content	HSMJ6	D	control	30043	1.2167906806106086	11.98	12	2.347244476890616	1.3249484130602651	3.920014211866021	3.3280372311339366	1.7289044696909972	0.0	4.257759309766407	0.0	0.0	1.301332040467094	2.0023537177325044	3.654777538440713	0.0	0.0	1.867469028111512	0.0	0.9459242526944265	1.6810199940229202	0.0	0.0	0.0	0.0	0.0
sample0084	High	Colon content	HSMJ8	D	control	23204	1.2757555073231956	12.8	13	2.26696182405656	1.780840711255083	4.06452722320675	3.8108861414495387	1.8742142340669203	0.0	4.135392600070486	0.0	0.5906445893548202	1.647807768872974	1.3832737798122028	3.12207725026904	0.0	0.0	1.6752253223595697	0.0	1.2642835998767266	2.0101644350179133	0.0	0.0	0.0	0.0	0.0
sample0085	High	Colon content	HSMA1	L	Exp	29783	1.2655897093446629	12.2	13	2.323975041124131	1.1949854055485618	4.091767419517409	3.7414297105936156	1.8224120669187016	0.0	4.14332132094072	0.0	0.0	1.3285453779753476	2.533677165663533	2.9958357655562358	0.0	0.0	1.6744699317123282	0.3280184698248309	1.2799331156886284	2.093341198036205	0.0	0.0	0.0	0.0	0.0
sample0086	High	Colon content	HSMB1	M	Exp	60715	1.452440804841619	12.62	14	2.1458588084843906	1.7954055142263468	3.921667245332364	3.7630085852298776	2.6599484125518695	0.0	4.100848670523774	0.0	0.0	1.4403592797395348	1.7244666260809682	3.779491467503809	0.0	0.0	1.6451102643067728	0.0	0.8505133636658188	1.6451102643067728	0.0	0.0	0.32363946923873704	0.0	0.32363946923873704
sample0087	High	Colon content	HSMB3	N	Exp	16538	1.3486570831836222	11.6	12	2.679859401518816	1.4045208878359747	3.869162306572733	3.5716354625597884	2.335200611577089	0.48170186874940585	4.21186729868018	0.0	0.0	1.3682850505153743	1.659914325543253	3.725934205792701	0.0	0.0	1.4045208878359747	0.0	0.0	1.777589686775752	0.0	0.0	0.0	0.0	0.0
sample0088	High	Colon content	HSMC1	O	Exp	46248	1.0171821269899715	10.82	12	2.6710859996553666	0.6658447065967421	3.75238518588523	2.797975829880858	1.29864840893522	0.0	4.341759607253899	0.0	0.23718229484995396	0.8333064966572608	1.9381912317675276	3.6760781395045696	0.0	0.0	1.3142293997989527	0.0	0.0	1.1012313666878202	0.0	0.0	0.0	0.0	0.0
sample0089	High	Colon content	HSMC3	P	Exp	31592	1.1930260673831685	12.0	12	2.4950477491373415	1.5311261578576096	3.82811978356293	3.638293324775778	2.2388169855999713	0.0	4.302167882244361	0.0	0.0	1.6494190872208585	2.2388169855999713	3.1622204731137873	0.0	0.0	1.8116925284519414	0.0	2.172731222242407	1.8897556259963724	0.0	0.0	0.0	0.0	0.0
sample0090	High	Colon content	HSMD1	U	Exp	41789	1.3441149600224869	12.0	12	2.6814554712873817	1.3859380514763038	3.629189882324195	3.7281414915032163	2.3984044260096193	0.0	4.244044094203108	0.0	0.0	1.3562246628727412	2.0521871222656727	3.7334637596956535	0.0	0.0	1.8607205581596722	0.0	1.4990732616372602	1.7817737544848182	0.0	0.0	0.0	0.0	0.0
sample0091	High	Colon content	HSMD3	U	Exp	29106	1.2915138177386967	12.62	13	2.0394948787643847	2.0111199828853286	4.138253804164165	3.7138422752516465	2.4045418527170206	0.0	4.1032572239406235	0.0	0.5196894062833187	1.6290117264097748	1.9128225148375093	2.892886214128301	0.0	0.0	1.6737476113170295	0.0	2.704715519568109	1.9003894882209236	0.0	0.0	0.0	0.0	0.0
sample0092	High	Colon content	HSME2	V	Exp	36923	0.9121552434332727	12.22	13	2.266776357730787	1.3034382419609312	3.7121230740776303	3.325136619503195	2.0832431756107055	0.0	4.38906491202393	0.0	0.0	1.4518130032120085	1.976514787416765	3.116555569389072	0.0	0.0	1.6501400888931186	0.9633400554768873	0.0	1.6034960142969306	0.0	0.0	0.0	0.281046489013899	0.0
sample0093	High	Colon content	HSME4	V	Exp	34613	1.0885013418336178	12.64	13	1.7582000842880672	1.6002290944164315	4.001648473462035	3.621405398650034	1.7797290517627542	0.0	4.26791053350187	0.0	0.592440945125316	1.5785261751761273	1.1020739408687776	2.4104218479540074	0.0	0.0	2.4054778298421287	0.0	1.9463116223328771	1.7116489994657336	0.0	0.0	0.0	0.0	0.0
sample0094	High	Colon content	HSMF2	W	Exp	44277	1.1501019082498847	13.08	15	2.1088900531464723	1.2478731950394195	4.1842971674065295	3.6756727161737	2.1063174805717524	0.0	4.102730384404292	0.0	0.5154388858960869	1.5988362615872815	1.850151691858669	2.157378915874894	0.0	0.0	2.5109385949796663	0.0	0.8001903015419736	1.7628129257018024	0.0	0.0	0.0	0.2452425180036417	0.2452425180036417
sample0095	High	Colon content	HSMF4	W	Exp	20117	1.3967770182500656	9.94	11	3.57779394803344	0.42656519522299036	3.9932569402938918	2.611256812766398	1.6940750925927286	0.0	4.070535638720377	0.0	0.0	0.42656519522299036	1.6940750925927286	3.882680758165461	0.0	0.0	0.6375560895778536	0.0	0.0	1.8521988752785092	0.0	0.0	0.0	0.0	0.0
sample0096	High	Colon content	HSMJ7	D	Exp	27293	1.1722381797937453	9.42	10	2.466548845252201	0.5393673049167049	4.036069322374564	3.0013721835146776	1.2609354326765891	0.0	4.204285124478901	0.0	0.0	0.0	0.8546583153478021	3.7300811613141174	0.0	0.0	0.6714950827530898	0.0	0.0	1.59290891370578	0.0	0.0	0.0	0.0	0.0
sample0097	High	Fecal content	HSMD6	null	control	19610	1.3402979312872023	NA	13	2.315176547835939	1.5876813996628611	3.751952412883595	3.6020977492355484	1.9292263327420949	0.0	4.256340759822275	0.0	0.0	1.7333498839688262	2.8278204676070735	3.668390732568796	0.0	0.0	1.6585020342223487	0.0	1.7600155057342506	1.986578857588973	0.0	0.0	0.0	0.0	0.6461127817795734
sample0098	Low	Fecal content	LSMF3	null	control	35085	1.2140811880955933	NA	14	2.1457285455963926	1.807605207560608	3.849832693044141	3.8579265890097396	2.174491875430909	0.0	4.251877720889487	0.0	0.588069796727296	1.2128193314444224	2.674130227299228	2.436156538089267	0.0	0.0	1.8565611735113996	0.0	2.1574634491894606	2.1243970990936027	0.0	0.0	0.0	0.0	0.29175345200662717
sample0099	Low	Fecal content	LSMF4	null	cross	33646	0.8269968301046335	NA	14	2.4893927901297883	1.7775931881001181	3.14895988908417	3.7463779841668727	1.4618500530023362	0.0	4.404744697942819	0.0	0.7776783626099053	1.0408767820431593	1.5905116411236546	2.5837651761172116	0.0	0.0	1.9632264729582434	0.0	1.4308172697644697	2.43559720009952	0.0	0.0	0.0	0.0	0.8446116335923312
sample0100	Low	Fecal content	LSME4	null	cross	32542	0.9946561549654221	NA	13	2.623482417468283	0.6125428597867906	4.0133988346398155	3.175878853077279	1.9631577093284551	0.0	4.307327730985246	0.0	0.0	0.0	1.51864328662606	2.9463794313539373	0.0	0.0	0.3080466134823819	0.48645177749077334	1.3557211382785004	1.6763815564927353	0.0	0.0	0.0	0.0	0.3080466134823819
sample0101	Low	Fecal content	LSME5	null	control	38024	1.0417087285953166	NA	14	2.860720876319566	1.2047441761159956	3.654315053724688	3.5914484503108266	1.7732350926279865	0.0	4.36600174506863	0.0	0.6565606768685559	1.5497945574132719	2.6755795155594004	2.5146642735277895	0.0	0.0	1.9336686426199676	1.0964993640754037	1.9246329007764094	2.174532862475145	0.0	0.0	0.0	0.0	0.0
sample0102	High	Fecal content	HSMD5	null	cross	49323	1.2274670706805468	NA	13	3.0882191095603577	1.23930882181205	4.236187423164577	3.5421168828642102	1.7167953452943239	0.0	4.00657462314052	0.0	0.0	1.2037898514745253	0.9291082209624434	3.118078196478263	0.0	0.0	0.8531741856399563	0.0	1.938717111812008	1.395226665379644	0.22563631460996067	0.0	0.0	0.0	0.0
sample0103	High	Fecal content	HSMF4	W	cross	38371	1.1361664845587036	NA	13	3.0580205361766915	1.2243483836041822	3.528403166685443	3.4721961901142495	1.3597003436859714	0.0	4.351841817437589	0.0	0.0	1.800550516470464	2.219150598293809	3.4984410853214136	0.0	0.0	1.9472940066961022	0.0	2.098129646181892	1.0266503062900747	0.0	0.0	0.0	0.0	0.5595649225430371
sample0104	High	Fecal content	HSMF5	null	cross	34544	1.3310011608332188	NA	13	2.4320818743313377	1.631722563730003	3.538225070851046	3.8297923397648894	1.4355858959812702	0.0	4.220380147525642	0.0	0.0	1.6510156965533391	1.2673871657903213	3.7835276805918694	0.0	0.0	1.3687114934562896	0.0	2.208174708993931	2.1053575071672106	0.0	0.0	0.0	0.0	0.4691537754437646
sample0105	High	Fecal content	HSME4	V	control	37349	1.3031374861487455	NA	13	2.828053271274508	0.913677253545881	3.4810863950933664	3.565822083534262	1.5573559378964235	0.0	4.25823505198161	0.0	0.0	1.6363359156248574	2.0650518928443105	3.875623150429726	0.0	0.0	2.439966593689444	1.2786062161661356	0.5680882023731735	1.9998459817217267	0.0	0.0	0.0	0.0	0.0
sample0106	High	Fecal content	HSME5	null	cross	19319	1.334049509779296	NA	11	3.486775188688349	1.5093085730661446	3.5467151267649766	3.1706041410025936	1.3398870189583396	0.0	4.200451101224797	0.0	0.0	0.0	0.9866210771918141	3.9786523390438155	0.0	0.0	0.6511475372417641	0.6511475372417641	0.0	1.9267934988582314	0.0	0.0	0.0	0.0	0.0
sample0107	Low	Fecal content	LSMD4	null	cross	32504	1.169823642878421	NA	13	2.067381936178669	1.1595422378052844	3.9893995950241377	3.8009652645163254	1.9537851992144173	0.0	4.219578428361105	0.0	0.0	1.2924351125826312	1.7995262204189728	2.6508842231679735	0.0	0.0	1.4910770330433247	0.0	1.9063417194728696	1.9436810325712703	0.0	0.0	0.0	0.0	0.3083044694717359
sample0108	Low	Fecal content	LSMD5	null	cross	42805	1.1850165596680884	NA	12	1.7227178895595177	1.1322613153928625	4.028067663617909	3.970428368681518	1.949001189595827	0.0	4.114620244430639	0.0	0.0	0.25163899239176685	1.5785836203907777	2.3949347388018913	0.0	0.0	0.5256937566229084	0.0	1.5209435243926628	2.019616454222654	0.0	0.0	0.0	0.0	0.0
sample0109	High	Fecal content	HSMD6	null	control	35590	1.1762447932730575	NA	12	2.5878844444530165	1.318626920355914	3.5504635463146776	3.211590090031459	1.5320535458218218	0.0	4.263199012069396	0.0	0.0	1.738908682792657	1.9923182463685387	3.9746059855668965	0.0	0.0	1.6190741504940078	0.0	0.8237910265477446	1.438320999982702	0.0	0.0	0.0	0.0	0.0
sample0110	Low	Fecal content	LSMF3	null	control	24993	1.3928734633507622	NA	14	2.4089979402339905	1.5392200701944905	3.770887752568493	3.7325297631482606	1.9720530910862448	0.0	4.176279573763861	0.0	0.0	1.6937315178981143	1.9903434704793508	3.8208429706447187	0.0	0.0	1.2338462554698717	0.5668989734761971	0.8046733151451322	2.1004900490162113	0.0	0.0	0.0	0.0	0.3700426201217687
sample0111	Low	Fecal content	LSMF4	null	cross	41700	1.0229536114595341	NA	13	2.2330591320899673	1.5319640012835753	3.2950840243032617	3.7804356459452197	2.071298992668078	0.0	4.364357447873214	0.0	0.701483714947363	1.6788522050020114	2.6105871698103074	3.166835671287334	0.0	0.0	2.071298992668078	0.0	0.957034625229668	1.9640518366651087	0.0	0.0	0.0	0.0	0.0
sample0112	Low	Fecal content	LSME4	null	cross	43950	1.268357496047313	NA	14	3.1871014781769005	1.1691433230724433	3.3588323850324726	3.421264893568894	1.7602478912947543	0.0	4.302077947480722	0.2466344635118738	0.5176782417907346	1.519974715815909	2.592938134002205	3.79723719627584	0.0	0.0	2.451970076324803	0.0	0.0	1.6779505350395603	0.0	0.0	0.0	0.0	0.6083343066633672
sample0114	High	Fecal content	HSMD5	null	cross	36491	1.4648849818958132	NA	13	3.0509263916252163	1.6809009471526728	3.909505224101088	3.848130221167465	2.165812042649118	0.0	4.117967155390243	0.0	0.0	1.764112968423355	1.3805872232248164	3.584429290181834	0.0	0.0	1.442544239655567	0.0	0.7485103167990239	1.6551375708834688	0.0	0.0	0.0	0.0	0.7485103167990239
sample0115	High	Fecal content	HSMF4	W	cross	27708	1.260321118118287	NA	12	2.069746411370014	1.0760752707855168	3.7954688312166547	3.903753511147462	1.969260998553326	0.0	4.230967723653243	0.0	0.0	1.5726580753514325	2.1586670672680692	3.2270330956633257	0.0	0.0	1.6615349898579157	0.0	2.210296663385754	1.5865235829098843	0.0	0.0	0.0	0.0	0.0
sample0116	High	Fecal content	HSMF5	null	cross	35342	0.9186341799376845	NA	12	2.2286211123873354	0.8839667302772832	3.806738023930101	3.461098605941413	1.4260352264006835	0.0	4.370385662048802	0.0	0.0	1.7777721474623571	2.0888387924555425	2.3341997032446935	0.0	0.0	2.127453364235805	0.0	1.847610297390202	1.6506508553429746	0.0	0.0	0.0	0.0	0.0
sample0117	High	Fecal content	HSME4	V	control	41176	1.0690061594905726	NA	14	2.6100184327246767	0.5375896922621646	3.269889956929334	3.512174647960126	1.7327463550740994	0.0	4.361758678793336	0.0	0.0	1.7582159861800288	2.3607763029601703	3.6509954047800774	0.0	0.0	2.2323361671628725	0.0	1.57660244580281	1.7704117201455782	0.0	0.0	0.42030547878957836	0.0	0.2591300433390713
sample0118	High	Fecal content	HSME5	null	cross	31461	1.22217024023924	NA	14	2.5113759370329225	2.0495190627744653	3.7217869273146955	3.889466374948061	2.05363811676446	0.0	4.27249758280578	0.0	0.0	1.7270095933749665	2.581184086083058	2.7015555413521986	0.0	0.3155619675464128	2.258879502543298	0.0	1.7092577360121601	2.1489576316378156	0.0	0.3155619675464128	0.0	0.0	0.0
sample0119	Low	Fecal content	LSMD4	null	cross	19620	1.023557801084746	NA	12	2.28514317137241	1.2583123411281918	3.8279029420979716	3.618124967891663	1.8086686706283757	0.0	4.3369431355186325	0.0	0.0	1.6582854867040038	2.4143199661952877	2.2094840945639533	0.0	0.0	2.236195349905289	0.0	0.9806039792965291	1.937679158473152	0.0	0.0	0.0	0.0	0.0
sample0120	Low	Fecal content	LSMD5	null	cross	30112	1.0190566922084527	NA	13	2.4505685046671704	0.7374797411950087	3.9575510210514278	3.3222219621249143	1.4773161959349044	0.0	4.320184867360461	0.0	0.0	1.7543111197844419	1.523241365105821	2.988091064447215	0.0	0.0	1.6998352719033116	0.0	1.2489178681272357	1.9713682681832192	0.0	0.0	0.0	0.0	0.32549568394270983
sample0121	Low	Fecal content	LSMJ2	null	control	39553	1.1320722692131688	NA	14	2.655242667094169	1.2340452396888502	3.773985198384447	3.5889294165845973	2.016176298158458	0.0	4.320795056792593	0.0	0.26706494638286954	0.26706494638286954	1.593613143154538	3.3325090169353526	0.0	0.0	1.3125906985673677	0.8918919682932772	0.26706494638286954	1.8110109219810602	0.0	0.0	0.0	0.0	0.0
sample0122	Low	Fecal content	LSMK2	null	control	37657	1.2366021154615563	NA	14	2.2931810316091825	1.2086945738052393	3.793822795851386	3.568790162245054	1.7506918317230749	0.0	4.266933435057562	0.0	0.0	1.2541627479909485	1.6505371090161602	3.6788837730024446	0.0	0.0	1.3995459410574027	1.1300913829422294	0.6598474344139259	1.6996430834369005	0.0	0.0	0.0	0.0	0.2769943757298894
sample0123	High	Fecal content	HSMK1	null	control	25043	1.4181544084296314	NA	12	3.085643560123087	1.069453361832279	3.9263816604723036	3.341129652474629	2.1309042753650558	0.0	4.030918553944614	0.0	0.0	0.3695450874456934	1.2658332038225761	4.032651673201573	0.0	0.0	1.2658332038225761	0.0	0.3695450874456934	1.737756884339336	0.0	0.0	0.0	0.0	0.0
sample0124	High	Fecal content	HSML1	null	control	41762	1.2962931634907804	NA	13	2.657819694528813	1.5209331923696143	3.889402213330851	3.5631417157969647	2.151696107958502	0.0	4.255721007735145	0.0	0.0	1.5611344874122153	2.260159469041864	3.4938835469740956	0.0	0.0	2.0586150405137666	0.0	1.290168127460597	1.9277771853101051	0.0	0.0	0.0	0.0	0.41651020449877113
sample0125	High	Fecal content	HSMK2	null	control	31851	1.231506530833782	NA	13	2.7062429230653735	1.3443830906359462	3.4451670883857046	3.386468839919263	1.786280455602914	0.0	4.18484882831469	0.0	0.0	1.0209737411201016	1.6855083979004244	4.091575220793925	0.0	0.0	1.4025100650041258	0.0	1.3008036570076504	1.6247366681241695	0.0	0.0	0.0	0.0	0.31280688839226695
sample0126	High	Fecal content	HSMJ1	null	control	36303	1.3542982393512235	NA	12	3.0577668455871274	0.9245274291296162	3.6744259822827203	3.389846293426369	2.0566122267878995	0.0	4.18472463537105	0.0	0.0	1.3827373154522107	1.3657575129657746	3.986414891202702	0.0	0.0	1.6746775186150709	0.0	1.3104299442893181	1.7930189130018537	0.0	0.0	0.0	0.0	0.0
sample0127	Low	Fecal content	LSMJ1	null	control	40111	0.7286459789251349	NA	14	2.7775261081744484	1.043469244345958	3.231708175004772	3.511059498775781	1.548350102090345	0.0	4.435602628927623	0.0	0.5457004616653301	0.5457004616653301	1.615011970139088	2.7912727623164906	0.0	0.0	1.158471934180453	1.3575708306917746	0.6385798316823103	1.6879784437185952	0.0	0.0	0.0	0.0	0.0
sample0128	Low	Fecal content	LSMK1	null	control	37406	1.1025074822944643	NA	14	2.562071755536348	0.9130958090605432	3.428094378541383	3.1704116831043807	1.4863471748076877	0.0	4.293355099314279	0.0	0.0	1.2114199590522143	1.626567298096761	3.964322751664217	0.0	0.0	1.653376827553129	1.653376827553129	1.0366837301553877	1.4734258686956325	0.0	0.0	0.0	0.0	0.278366382954979
sample0129	High	Fecal content	HSMK3	null	cross	39299	1.202813869446916	NA	14	2.390122788525639	1.6966800535788653	3.5060353161410953	3.8031584525898396	2.2201655187484883	0.2683523484619836	4.301630075879137	0.0	0.0	1.3969140146554246	1.8466952768812834	3.5107576204961712	0.0	0.0	1.5358812871453145	0.9800197546984849	2.128352799809469	1.6814852917342684	0.0	0.0	0.0	0.0	0.0
sample0130	Low	Fecal content	LSMJ3	null	cross	33130	1.1947821600862485	NA	13	2.711140402770521	1.0055339270673014	3.9798718880775046	3.1698978168738665	1.9928533081438464	0.0	4.251064174338002	0.0	0.0	1.119618251844615	1.4683320377501738	3.6029598696420884	0.0	0.0	1.3068693052695048	1.0848169911557106	0.9597085445488509	1.6781125029998718	0.0	0.0	0.0	0.0	0.0
sample0131	High	Fecal content	HSMK4	null	cross	29762	1.0843167231751605	NA	13	2.7515745312871682	0.5129579130215288	3.185567022076816	3.1347296478387237	1.351245109903287	0.0	4.287192882878939	0.0	0.0	1.372553241813745	2.093645057192128	4.017994220851201	0.0	0.0	1.9711835127862434	1.0895609398501511	0.9495451251548758	1.844294245517444	0.0	0.0	0.0	0.0	0.0
sample0132	Low	Fecal content	LSML2	null	cross	33376	1.07111652202453	NA	14	2.502609463156876	1.4652288627601326	3.332328137550273	3.520786158900069	1.9522888033995929	0.0	4.349949096610167	0.0	0.30249828268381085	1.1166501705023824	2.0928129833849938	3.705964352518733	0.0	0.0	1.3038155100719473	1.494199060164415	0.47907786968827476	1.727152365358241	0.0	0.0	0.0	0.0	0.0
sample0133	High	Fecal content	HSML2	null	cross	32590	0.8521277859248457	NA	13	2.0545553080338554	1.7205951725265827	3.231809149704437	3.5401336517014395	1.9216050539230918	0.0	4.418661553549114	0.0	1.0534834689977317	1.4752282640732663	2.5046010495346396	3.1180996811584216	0.0	0.0	2.2280456344308797	0.0	1.888168374406237	1.7032106015413826	0.0	0.0	0.0	0.0	0.0
sample0134	Low	Fecal content	LSMK3	null	cross	34470	1.222642819212825	NA	16	2.5618262253156545	0.7689415008999879	3.760734406169886	3.033474514675726	1.5333130647478137	0.2955276152092212	4.198842274857684	0.0	0.2955276152092212	1.193745159874443	1.5912649758535073	4.0162345104807615	0.0	0.0	1.632632181716883	0.2955276152092212	0.9900449637556306	1.808638498992152	0.0	0.0	0.0	0.0	0.5937800553277847
sample0135	High	Fecal content	HSMJ2	null	cross	33863	1.2565541758585204	NA	12	2.5775743102387554	1.2521003111197597	3.774357784092838	3.5707884460854173	1.8943102624609711	0.0	4.267133167379826	0.0	0.0	1.3947153723402148	1.275571549868301	3.6816659644542313	0.0	0.0	1.4591547598039465	0.0	0.47488446661616346	1.960464966722547	0.0	0.0	0.0	0.0	0.0
sample0136	Low	Fecal content	LSML1	null	cross	26369	1.254477212168201	NA	11	2.5097377638209424	1.04900134031226	3.8016098317516924	3.732411146355898	2.0335899640361172	0.0	4.2631152339618	0.0	0.0	1.211964273638659	1.8595039218858922	3.4622125600989064	0.0	0.0	1.5792661181381944	0.0	0.0	1.9233974391382043	0.0	0.0	0.0	0.0	0.0
sample0137	Low	Fecal content	LSMJ2	null	control	29905	0.9812953207905798	NA	12	2.9611878059268313	0.0	3.987281091117437	2.592064020958489	1.4802125079966475	0.0	4.318424629089006	0.0	0.0	0.32707820674383625	1.3268534939038577	3.2143468563423228	0.0	0.0	0.6405689366163251	1.3268534939038577	1.5261476610521376	1.4637537407227144	0.0	0.0	0.0	0.0	0.0
sample0138	Low	Fecal content	LSMK2	null	control	39314	1.216685394335732	NA	13	2.1055001342181403	1.4392695758317298	4.161504872718254	3.882483833292624	1.6813230093845206	0.0	4.023034228817367	0.0	0.2682759651309776	1.8248587240908565	2.264600375279523	2.2200007833592728	0.0	0.0	1.4113938141545734	0.0	2.3283144109840883	1.88203738716153	0.0	0.0	0.0	0.0	0.0
sample0139	High	Fecal content	HSMK1	null	control	31723	1.0803845598450137	NA	13	2.531421030156273	1.0641708816141981	4.122003950973371	3.5469066051315044	1.869742618138701	0.0	4.20600426974796	0.0	0.31370557146940486	1.2789128348403331	1.4554550054154578	2.2475626827863073	0.0	0.0	1.6678920289996377	0.0	1.2540096298730807	1.79543184848074	0.0	0.0	0.0	0.0	0.0
sample0140	High	Fecal content	HSML1	null	control	36543	1.213649733518293	NA	13	2.4305590454346864	1.8029613350828095	3.644086456925505	3.996022825563529	2.211749677824466	0.0	4.245210560662898	0.0	0.0	1.532789539309817	2.5064960416546227	2.6968292347939506	0.0	0.0	2.204329360468744	0.0	1.5772716713287491	2.214195207911022	0.0	0.0	0.0	0.0	0.28319289814676113
sample0141	High	Fecal content	HSMK2	null	control	24531	1.0663597770890172	NA	12	2.684093114140893	1.2414805830957556	3.595549770102931	3.4916671025643415	1.9923517612900374	0.0	4.370983913564125	0.0	0.0	2.04368585289506	1.874876462303481	3.245800453439908	0.0	0.0	2.503503113539908	0.0	0.9646685974264456	2.3061194896442467	0.0	0.0	0.0	0.0	0.0
sample0142	High	Fecal content	HSMJ1	null	control	32300	1.054427219117254	NA	14	2.3918407242891364	1.2714999626032961	3.7721200201954384	3.7368228649884765	1.8742620931644332	0.0	4.32515038020801	0.0	0.0	1.1620877126874618	1.7244034679645528	2.7314606618695976	0.0	0.0	1.447903423693618	0.0	1.447903423693618	1.9360386811418429	0.3096964732154043	0.0	0.0	0.0	1.0154772556546885
sample0143	Low	Fecal content	LSMJ1	null	control	21284	0.6451348885260485	NA	13	2.373341246636337	0.0	3.5121025919807836	3.1689539663616033	1.7963741418813282	0.0	4.447697749409628	0.0	0.4114088122010427	1.0200497355357474	1.943648371203223	2.5705495379424756	0.0	0.0	1.0810314536104912	0.7586274924240277	1.6071191070288395	1.3636583088571645	0.0	0.0	0.0	0.0	0.0
sample0144	Low	Fecal content	LSMK1	null	control	36156	1.0536498649026695	NA	13	2.442512553257619	1.5817737383507011	3.665421506690216	3.7124844663227017	1.7680497176305092	0.28541402151330664	4.347818708937618	0.0	0.0	1.7882293159350766	2.590478331351578	2.748557585273267	0.0	0.0	1.5922200382379492	0.0	1.7540561607802372	1.8494332364967059	0.0	0.0	0.0	0.0	0.0
