sampleID	line	tissue	ratID	cage	condition	numSequences	shannonDiversity	rarifiedRichness50	unrarifiedRichness	Actinobacteria	Bacteroidetes	Candidatus Saccharibacteria	Cyanobacteria/Chloroplast	Deferribacteres	Euryarchaeota	Firmicutes	Fusobacteria	Proteobacteria	Spirochaetes	Tenericutes	Verrucomicrobia
sample0121	Low	Fecal content	LSMJ2	null	control	39749	0.463132387125215	NA	7	2.6563277683799784	3.5925759635974144	0.0	0.0	0.2675648038550957	0.892840135512693	4.466784127078549	0.0	2.2730403291997208	0.0	0.2675648038550957	0.0
sample0122	Low	Fecal content	LSMK2	null	control	38094	0.41700224441574435	NA	7	2.291413517441373	3.57210924911797	0.0	0.0	0.0	1.1284467269022977	4.473375003455902	0.0	2.2277834592924908	0.0	0.6584602879836756	0.2761575397622462
sample0123	High	Fecal content	HSMK1	null	control	25355	0.42761115871384886	NA	5	3.0835023441515226	3.3453172459213487	0.0	0.0	0.0	0.0	4.480580798393776	0.0	2.2770564867127288	0.0	0.3683185109575497	0.0
sample0124	High	Fecal content	HSML1	null	control	42187	0.501627434281076	NA	7	2.6566591829891575	3.572177580977624	0.25586481590832233	0.0	0.0	0.0	4.46399600238197	0.0	2.733883683788808	0.0	1.28906475737807	0.41579325569658987
sample0125	High	Fecal content	HSMK2	null	control	32410	0.37707317560357917	NA	6	2.701929787890934	3.402010430453414	0.0	0.0	0.0	0.0	4.486306625425872	0.0	2.2283218739592248	0.0	1.2966992011160052	0.3105936132196594
sample0126	High	Fecal content	HSMJ1	null	control	36847	0.45376139898007717	NA	5	3.054544342647554	3.4049070862612933	0.0	0.0	0.0	0.0	4.476270273464951	0.0	2.347172101101479	0.0	1.3073629796674822	0.0
sample0127	Low	Fecal content	LSMJ1	null	control	40210	0.43400657931883313	NA	7	2.7796862037322447	3.5165742858693094	0.0	0.0	0.5472493762218384	1.3596397759009944	4.474700860425803	0.0	2.0364875376284965	0.0	0.6402471847466261	0.0
sample0128	Low	Fecal content	LSMK1	null	control	37809	0.2838662570231408	NA	7	2.560656013456936	3.182228250950881	0.0	0.0	0.0	1.6519887737874268	4.501892110485919	0.0	2.1953329415687515	0.0	1.035394749260914	0.27769516683802975
sample0129	High	Fecal content	HSMK3	null	cross	39673	0.6134646332709743	NA	7	2.3892471118927876	3.8112995434584445	0.0	0.2679472944722345	0.0	0.9792326427713459	4.425373482427403	0.0	2.5606899753448022	0.0	2.127480088040159	0.0
sample0130	Low	Fecal content	LSMJ3	null	cross	33415	0.298677692854422	NA	6	2.710655599988956	3.1785496516324097	0.0	0.0	0.0	1.0843712208142047	4.500091448249484	0.0	2.270445997060388	0.0	0.9592761200938249	0.0
sample0131	High	Fecal content	HSMK4	null	cross	30193	0.3099272547360122	NA	6	2.748570009767205	3.143077743635606	0.0	0.0	0.0	1.0867967470370181	4.499509941002837	0.0	2.4776534769017817	0.0	0.9468743611001138	0.0
sample0132	Low	Fecal content	LSML2	null	cross	33857	0.43106563814857113	NA	7	2.4996389569414688	3.5244776725905336	0.0	0.0	0.3010058571021652	1.4913149728225419	4.475201484998896	0.0	2.4697739011776894	0.0	0.4770890696724213	0.0
sample0133	High	Fecal content	HSML2	null	cross	32831	0.47408673576547994	NA	6	2.054589534470105	3.5487329797737908	0.0	0.0	1.0535149470894782	0.0	4.4685260519685155	0.0	2.8496210826005415	0.0	1.8882024586692627	0.0
sample0134	Low	Fecal content	LSMK3	null	cross	35064	0.2357112111388887	NA	9	2.558811423365479	3.0469580057955015	0.0	0.2934663966969445	0.2934663966969445	0.2934663966969445	4.508069379745199	0.0	2.177962892141455	0.0	0.9862892238365335	0.5906646150078673
sample0135	High	Fecal content	HSMJ2	null	cross	34507	0.44844149008602435	NA	5	2.572639979351941	3.5920144261127733	0.0	0.0	0.0	0.0	4.4683800139953656	0.0	2.2322904377567965	0.0	0.4716009409854642	0.0
sample0136	Low	Fecal content	LSML1	null	cross	26721	0.5412984170552242	NA	4	2.5072208282719037	3.743704631135554	0.0	0.0	0.0	0.0	4.4429692291885505	0.0	2.4182755908478724	0.0	0.0	0.0
sample0137	Low	Fecal content	LSMJ2	null	control	29960	0.21456773498116566	NA	6	2.963621428686189	2.6019205366288523	0.0	0.0	0.0	1.3291752975580169	4.510817467452259	0.0	1.8080561226805303	0.0	1.5285115971411911	0.0
sample0138	Low	Fecal content	LSMK2	null	control	39504	0.6540355351589243	NA	6	2.1066316433669563	3.8866302515870297	0.0	0.0	0.26880188964232105	0.0	4.405542505607689	0.0	2.570615852579178	0.0	2.3294495053422435	0.0
sample0139	High	Fecal content	HSMK1	null	control	31796	0.42951566194996094	NA	6	2.533650514052954	3.552523843199223	0.0	0.0	0.3148571912130628	0.0	4.473406529857657	0.0	2.265121229558311	0.0	1.2561213903388626	0.0
sample0140	High	Fecal content	HSML1	null	control	36814	0.7607428006417138	NA	7	2.4305844224767226	4.000937475941076	0.283205100142879	0.0	0.0	0.0	4.35691819484574	0.0	2.89253961338868	0.0	1.5772964687090687	0.283205100142879
sample0141	High	Fecal content	HSMK2	null	control	24809	0.4803234745102414	NA	5	2.6824368308160773	3.4979882344627438	0.0	0.0	0.0	0.0	4.470443477435931	0.0	2.8311138088262617	0.0	0.9631892188201515	0.0
sample0142	High	Fecal content	HSMJ1	null	control	32430	0.5316943572021814	NA	6	2.3933245461731136	3.7435807207893985	0.0	0.0	0.0	0.0	4.444512706605987	0.0	2.3041159423149877	0.0	1.4493402488695233	1.0583829028272604
sample0143	Low	Fecal content	LSMJ1	null	control	21306	0.2661892525039274	NA	7	2.3761151016319055	3.1731294720695224	0.0	0.0	0.4131163233609625	0.76092877004275	4.503767441515011	0.0	2.2679061788088606	0.0	1.609836097382734	0.0
sample0144	Low	Fecal content	LSMK1	null	control	36309	0.5741827211890135	NA	6	2.44390787759165	3.717469242635739	0.0	0.286089136110965	0.0	0.0	4.442504236757127	0.0	2.7805388779744935	0.0	1.7554319001302603	0.0
sample0145	High	Fecal content	HSMK3	null	cross	27181	0.5044533344742044	NA	6	2.198463974454083	3.6863774231747817	0.0	0.0	0.0	0.8589803737108488	4.453893992342448	0.0	2.5947508878963768	0.0	0.776838940395057	0.0
sample0146	Low	Fecal content	LSMJ3	null	cross	26354	0.6083491603717843	NA	9	2.2415845896449564	3.834320527952562	0.0	0.0	0.6860705519276341	1.1413110932773216	4.421962154390051	0.0	2.506308668416608	0.3588021519369046	1.970756622530619	0.3588021519369046
sample0147	High	Fecal content	HSMK4	null	cross	39001	0.46388287748945806	NA	5	1.883756923952395	3.6709304415783857	0.0	0.0	0.0	0.0	4.4598737724270645	0.0	2.3765159678644503	0.0	1.3880346502511707	0.0
sample0148	Low	Fecal content	LSML2	null	cross	41147	0.4660141513381914	NA	8	2.6758469191288192	3.5773788356821146	0.0	0.0	0.5401062156797835	0.8298935060313031	4.467701658330677	0.0	2.3689097048088	0.42250411319027903	0.7087347683944621	0.0
sample0149	High	Fecal content	HSML2	null	cross	13725	0.511836862615879	NA	5	2.2808592499969866	3.645039227423946	0.0	0.0	0.0	0.0	4.457309122439343	0.0	2.721293300510994	0.0	1.7970143324867691	0.0
sample0150	Low	Fecal content	LSMK3	null	cross	35890	0.22805849953538376	NA	7	2.819141291574352	2.870082524644958	0.0	0.0	0.6787913733833919	1.4379248053000286	4.509579620066569	0.0	1.9792067376091862	0.0	0.5831703678376124	0.0
sample0151	High	Fecal content	HSMJ2	null	cross	21947	0.17408013596075106	NA	5	2.4592490664674855	2.90476948479301	0.0	0.0	0.0	0.0	4.514656105036834	0.0	1.6453238634700975	0.0	1.1726757594279453	0.0
sample0152	Low	Fecal content	LSML1	null	cross	24832	0.48946338989158483	NA	6	2.8173953612501337	3.6229605955138937	0.0	0.0	0.0	0.7067068881808273	4.460898411031909	0.0	1.932088146797872	0.0	1.1653306342321195	0.0
